Date,Open,High,Low,Close,Adj Close,Volume
2023-06-12,4.090000152587891,4.130000114440918,3.9100000858306885,3.930000066757202,3.930000066757202,60700
2023-06-19,3.9100000858306885,4.070000171661377,3.9000000953674316,3.9700000286102295,3.9700000286102295,21500
2023-06-26,3.990000009536743,3.990000009536743,3.7799999713897705,3.9700000286102295,3.9700000286102295,35500
2023-07-03,4.03000020980835,4.060999870300293,3.869999885559082,3.9700000286102295,3.9700000286102295,50100
2023-07-10,3.990000009536743,4.289999961853027,3.990000009536743,4.289999961853027,4.289999961853027,61100
2023-07-17,4.25,4.388999938964844,3.9600000381469727,3.9600000381469727,3.9600000381469727,54800
2023-07-24,3.9700000286102295,4.189000129699707,3.9600000381469727,4.159999847412109,4.159999847412109,91900
2023-07-31,4.25,4.25,4.0,4.139999866485596,4.139999866485596,48600
2023-08-07,4.09499979019165,4.130000114440918,3.9200000762939453,3.9709999561309814,3.9709999561309814,92700
2023-08-14,4.090000152587891,4.0920000076293945,3.6700000762939453,3.7149999141693115,3.7149999141693115,134700
2023-08-21,3.740000009536743,3.819999933242798,3.509999990463257,3.5799999237060547,3.5799999237060547,111200
2023-08-28,3.5799999237060547,3.890000104904175,3.509999990463257,3.759999990463257,3.759999990463257,67700
2023-09-04,3.759999990463257,4.059999942779541,3.700000047683716,3.9800000190734863,3.9800000190734863,69200
2023-09-11,3.950000047683716,4.179999828338623,3.950000047683716,4.099999904632568,4.099999904632568,67500
2023-09-18,4.059999942779541,4.179999828338623,3.9000000953674316,4.039999961853027,4.039999961853027,51900
2023-09-25,4.050000190734863,4.050000190734863,3.805000066757202,3.8550000190734863,3.8550000190734863,21700
2023-10-02,3.950000047683716,4.03000020980835,3.809999942779541,3.9100000858306885,3.9100000858306885,38800
2023-10-09,3.9100000858306885,4.0289998054504395,3.8510000705718994,3.930999994277954,3.930999994277954,38200
2023-10-16,3.930000066757202,4.0,3.859999895095825,3.9100000858306885,3.9100000858306885,20000
2023-10-23,3.8510000705718994,3.9200000762939453,3.6700000762939453,3.865000009536743,3.865000009536743,23700
2023-10-30,4.03000020980835,4.119999885559082,3.809999942779541,3.990000009536743,3.990000009536743,36100
2023-11-06,4.039999961853027,4.110000133514404,3.859999895095825,4.059999942779541,4.059999942779541,42200
2023-11-13,4.0,4.190000057220459,3.940000057220459,4.0269999504089355,4.0269999504089355,87800
2023-11-20,4.130000114440918,4.150000095367432,3.799999952316284,4.0,4.0,27100
2023-11-27,3.9800000190734863,4.050000190734863,3.880000114440918,4.010000228881836,4.010000228881836,62400
2023-12-04,4.059999942779541,4.090000152587891,3.9800000190734863,4.0,4.0,46100
2023-12-11,4.070000171661377,4.070000171661377,3.934999942779541,4.050000190734863,4.050000190734863,97000
2023-12-18,4.0,4.0,3.869999885559082,3.950000047683716,3.950000047683716,60500
2023-12-25,3.8499999046325684,4.070000171661377,3.8499999046325684,3.950000047683716,3.950000047683716,54600
2024-01-01,3.930000066757202,4.0,3.8499999046325684,3.9809999465942383,3.9809999465942383,56700
2024-01-08,4.010000228881836,4.485000133514404,3.930000066757202,4.25,4.25,125900
2024-01-15,4.329999923706055,4.329999923706055,3.880000114440918,3.930000066757202,3.930000066757202,76700
2024-01-22,3.9800000190734863,4.159999847412109,3.880000114440918,4.140999794006348,4.140999794006348,86100
2024-01-29,4.179999828338623,4.210000038146973,3.75,3.75,3.75,201200
2024-02-05,3.880000114440918,3.880000114440918,3.490000009536743,3.619999885559082,3.619999885559082,175300
2024-02-12,3.609999895095825,3.7100000381469727,3.4000000953674316,3.450000047683716,3.450000047683716,172100
2024-02-19,3.4000000953674316,3.5,2.9000000953674316,3.0399999618530273,3.0399999618530273,294600
2024-02-26,3.0199999809265137,3.359999895095825,2.930000066757202,3.3299999237060547,3.3299999237060547,225100
2024-03-04,3.3399999141693115,3.6600000858306885,3.3299999237060547,3.630000114440918,3.630000114440918,197000
2024-03-11,3.680000066757202,3.878000020980835,3.5799999237060547,3.680000066757202,3.680000066757202,198000
2024-03-18,3.700000047683716,3.9000000953674316,3.609999895095825,3.7200000286102295,3.7200000286102295,142000
2024-03-25,3.700000047683716,3.890000104904175,3.630000114440918,3.8299999237060547,3.8299999237060547,56000
2024-04-01,3.9000000953674316,3.9000000953674316,3.700000047683716,3.7699999809265137,3.7699999809265137,132800
2024-04-08,3.799999952316284,3.8459999561309814,3.700000047683716,3.7899999618530273,3.7899999618530273,124000
2024-04-15,3.809999942779541,3.888000011444092,3.671999931335449,3.75,3.75,126900
2024-04-22,3.819999933242798,3.8399999141693115,3.200000047683716,3.7799999713897705,3.7799999713897705,163100
2024-04-29,3.759999990463257,3.890000104904175,3.7200000286102295,3.7699999809265137,3.7699999809265137,145500
2024-05-06,3.869999885559082,4.139999866485596,3.763000011444092,4.110000133514404,4.110000133514404,246900
2024-05-13,4.130000114440918,4.449999809265137,4.045000076293945,4.369999885559082,4.369999885559082,165500
2024-05-20,4.360000133514404,4.639999866485596,4.355000019073486,4.620999813079834,4.620999813079834,81100
