Date,Open,High,Low,Close,Adj Close,Volume
2023-06-12,8.739999771118164,9.390000343322754,8.649999618530273,9.020000457763672,9.020000457763672,7345600
2023-06-19,8.979999542236328,9.145000457763672,8.15999984741211,8.289999961853027,8.289999961853027,12249900
2023-06-26,8.329999923706055,9.140000343322754,8.289999961853027,9.010000228881836,9.010000228881836,6681800
2023-07-03,8.960000038146973,9.079999923706055,8.289999961853027,8.510000228881836,8.510000228881836,4861200
2023-07-10,8.5,9.765000343322754,8.460000038146973,9.479999542236328,9.479999542236328,6168600
2023-07-17,9.470000267028809,9.71500015258789,9.36299991607666,9.449999809265137,9.449999809265137,4104300
2023-07-24,9.430000305175781,9.829999923706055,9.380000114440918,9.739999771118164,9.739999771118164,3786000
2023-07-31,9.75,10.015000343322754,9.555000305175781,9.869999885559082,9.869999885559082,5491500
2023-08-07,9.869999885559082,9.989999771118164,9.09000015258789,9.4399995803833,9.4399995803833,12055700
2023-08-14,9.399999618530273,9.680000305175781,8.930000305175781,9.220000267028809,9.220000267028809,3718400
2023-08-21,9.220000267028809,9.270000457763672,8.819999694824219,9.130000114440918,9.130000114440918,4013400
2023-08-28,9.180000305175781,9.329999923706055,9.020000457763672,9.140000343322754,9.140000343322754,4671400
2023-09-04,9.100000381469727,9.180000305175781,8.515000343322754,8.630000114440918,8.630000114440918,3122300
2023-09-11,8.670000076293945,8.8100004196167,8.390000343322754,8.470000267028809,8.470000267028809,10486200
2023-09-18,8.479999542236328,9.020000457763672,8.289999961853027,8.34000015258789,8.34000015258789,5175200
2023-09-25,8.300000190734863,8.399999618530273,8.104999542236328,8.25,8.25,4340500
2023-10-02,8.210000038146973,8.359999656677246,7.800000190734863,8.0,8.0,4712800
2023-10-09,7.940000057220459,8.175000190734863,7.309999942779541,7.429999828338623,7.429999828338623,4768600
2023-10-16,7.539999961853027,7.670000076293945,6.940000057220459,6.960000038146973,6.960000038146973,5807400
2023-10-23,6.929999828338623,6.954999923706055,6.550000190734863,6.619999885559082,6.619999885559082,6143800
2023-10-30,6.710000038146973,7.184999942779541,6.460000038146973,7.059999942779541,7.059999942779541,5487400
2023-11-06,7.039999961853027,7.21999979019165,6.019999980926514,6.949999809265137,6.949999809265137,7331600
2023-11-13,6.869999885559082,7.369999885559082,6.78000020980835,7.190000057220459,7.190000057220459,6957800
2023-11-20,7.190000057220459,7.46999979019165,7.045000076293945,7.269999980926514,7.269999980926514,3533700
2023-11-27,7.199999809265137,7.75,7.059999942779541,7.71999979019165,7.71999979019165,5181100
2023-12-04,7.679999828338623,8.045000076293945,7.510000228881836,7.949999809265137,7.949999809265137,5894200
2023-12-11,7.949999809265137,8.8100004196167,7.579999923706055,8.630000114440918,8.630000114440918,7735700
2023-12-18,8.680000305175781,9.15999984741211,8.510000228881836,9.109999656677246,9.109999656677246,6169100
2023-12-25,9.199999809265137,9.479999542236328,8.657999992370605,9.210000038146973,9.210000038146973,3106800
2024-01-01,9.0,9.234999656677246,8.550000190734863,8.729999542236328,8.729999542236328,3929900
2024-01-08,8.770000457763672,9.210000038146973,8.635000228881836,8.90999984741211,8.90999984741211,3922600
2024-01-15,8.8100004196167,9.0,8.630000114440918,8.890000343322754,8.890000343322754,3386800
2024-01-22,8.920000076293945,9.329999923706055,8.850000381469727,8.979999542236328,8.979999542236328,5325600
2024-01-29,8.979999542236328,9.324999809265137,8.765000343322754,8.920000076293945,8.920000076293945,4855800
2024-02-05,8.789999961853027,9.0600004196167,8.541000366210938,9.039999961853027,9.039999961853027,3877900
2024-02-12,9.119999885559082,9.3100004196167,8.6899995803833,9.119999885559082,9.119999885559082,4481300
2024-02-19,8.949999809265137,9.994999885559082,8.800000190734863,9.649999618530273,9.649999618530273,6259000
2024-02-26,9.399999618530273,9.800000190734863,9.350000381469727,9.600000381469727,9.600000381469727,5993600
2024-03-04,9.600000381469727,9.960000038146973,9.449999809265137,9.710000038146973,9.710000038146973,3536500
2024-03-11,9.619999885559082,9.989999771118164,9.600000381469727,9.890000343322754,9.890000343322754,4740700
2024-03-18,9.890000343322754,10.380000114440918,9.800000190734863,10.220000267028809,10.220000267028809,3514200
2024-03-25,10.270000457763672,10.779999732971191,10.15999984741211,10.640000343322754,10.640000343322754,4293900
2024-04-01,10.819999694824219,10.845000267028809,9.920999526977539,10.260000228881836,10.260000228881836,4446000
2024-04-08,10.359999656677246,10.46500015258789,9.699999809265137,9.84000015258789,9.84000015258789,3689800
2024-04-15,9.90999984741211,9.914999961853027,9.220000267028809,9.359999656677246,9.359999656677246,3971400
2024-04-22,9.40999984741211,9.829999923706055,9.335000038146973,9.739999771118164,9.739999771118164,4426300
2024-04-29,9.84000015258789,10.109999656677246,9.545000076293945,9.979999542236328,9.979999542236328,4204200
2024-05-06,10.010000228881836,10.109000205993652,8.5,9.579999923706055,9.579999923706055,5741200
2024-05-13,9.6899995803833,9.869999885559082,9.454999923706055,9.539999961853027,9.539999961853027,3277700
2024-05-20,9.539999961853027,9.710000038146973,9.069999694824219,9.350000381469727,9.350000381469727,3579600
