Date,Open,High,Low,Close,Adj Close,Volume
2023-06-12,19.290000915527344,19.329999923706055,18.639999389648438,19.09000015258789,19.09000015258789,20989700
2023-06-19,19.100000381469727,20.020000457763672,18.770000457763672,19.860000610351562,19.860000610351562,15193300
2023-06-26,19.829999923706055,19.829999923706055,18.8799991607666,19.110000610351562,19.110000610351562,10012000
2023-07-03,19.049999237060547,19.559999465942383,18.979999542236328,19.309999465942383,19.309999465942383,7430200
2023-07-10,19.299999237060547,19.540000915527344,18.950000762939453,19.389999389648438,19.389999389648438,7308100
2023-07-17,19.389999389648438,20.040000915527344,19.15999984741211,19.690000534057617,19.690000534057617,11599200
2023-07-24,19.760000228881836,20.190000534057617,19.56999969482422,19.850000381469727,19.850000381469727,10615500
2023-07-31,19.84000015258789,20.790000915527344,19.510000228881836,20.270000457763672,20.270000457763672,15861100
2023-08-07,20.299999237060547,21.59000015258789,20.020000457763672,21.520000457763672,21.520000457763672,14309900
2023-08-14,21.5,21.760000228881836,20.84000015258789,21.100000381469727,21.100000381469727,9437400
2023-08-21,21.15999984741211,22.149999618530273,21.049999237060547,21.989999771118164,21.989999771118164,10396700
2023-08-28,21.989999771118164,22.799999237060547,21.989999771118164,22.739999771118164,22.739999771118164,10583800
2023-09-04,22.639999389648438,22.739999771118164,22.010000228881836,22.110000610351562,22.110000610351562,6939700
2023-09-11,22.030000686645508,22.399999618530273,21.59000015258789,21.809999465942383,21.809999465942383,13898400
2023-09-18,21.84000015258789,21.899999618530273,21.299999237060547,21.479999542236328,21.479999542236328,10918600
2023-09-25,21.6200008392334,22.510000228881836,21.489999771118164,21.850000381469727,21.850000381469727,11368200
2023-10-02,21.979999542236328,22.350000381469727,21.6299991607666,22.219999313354492,22.219999313354492,9605800
2023-10-09,21.979999542236328,22.030000686645508,21.049999237060547,21.360000610351562,21.360000610351562,9957900
2023-10-16,21.3799991607666,21.899999618530273,20.450000762939453,21.110000610351562,21.110000610351562,10813900
2023-10-23,21.1200008392334,22.280000686645508,18.639999389648438,20.200000762939453,20.200000762939453,22441200
2023-10-30,20.239999771118164,21.270000457763672,19.239999771118164,21.0,21.0,12618200
2023-11-06,21.010000228881836,21.290000915527344,20.559999465942383,21.0,21.0,9450300
2023-11-13,20.8799991607666,21.6299991607666,20.770000457763672,21.1299991607666,21.1299991607666,10011000
2023-11-20,21.149999618530273,21.75,20.790000915527344,21.68000030517578,21.68000030517578,5959600
2023-11-27,21.600000381469727,22.079999923706055,20.959999084472656,21.940000534057617,21.940000534057617,10331400
2023-12-04,21.84000015258789,22.440000534057617,21.610000610351562,22.0,22.0,8972000
2023-12-11,22.0,23.700000762939453,21.93000030517578,23.40999984741211,23.40999984741211,13155800
2023-12-18,23.5,23.989999771118164,23.18000030517578,23.940000534057617,23.940000534057617,9781700
2023-12-25,24.0,24.229999542236328,23.93000030517578,23.989999771118164,23.989999771118164,6486300
2024-01-01,23.889999389648438,24.34000015258789,23.100000381469727,23.239999771118164,23.239999771118164,8036000
2024-01-08,20.360000610351562,23.690000534057617,19.200000762939453,22.700000762939453,22.700000762939453,16169800
2024-01-15,22.600000381469727,22.709999084472656,21.959999084472656,22.479999542236328,22.479999542236328,6838100
2024-01-22,22.5,22.790000915527344,21.850000381469727,22.1200008392334,22.1200008392334,11146100
2024-01-29,21.889999389648438,22.049999237060547,21.360000610351562,21.489999771118164,21.489999771118164,8487800
2024-02-05,21.290000915527344,21.899999618530273,20.110000610351562,20.219999313354492,20.219999313354492,11973100
2024-02-12,20.239999771118164,20.93000030517578,20.020000457763672,20.479999542236328,20.479999542236328,13077600
2024-02-19,20.450000762939453,21.780000686645508,20.43000030517578,21.530000686645508,21.530000686645508,8673100
2024-02-26,21.489999771118164,22.6299991607666,21.489999771118164,22.239999771118164,22.239999771118164,14493100
2024-03-04,22.479999542236328,22.809999465942383,22.049999237060547,22.209999084472656,22.209999084472656,10411700
2024-03-11,22.34000015258789,23.190000534057617,22.239999771118164,22.979999542236328,22.979999542236328,14643600
2024-03-18,23.139999389648438,24.06999969482422,23.059999465942383,23.780000686645508,23.780000686645508,11644600
2024-03-25,23.75,23.979999542236328,22.700000762939453,23.729999542236328,23.729999542236328,8706800
2024-04-01,23.56999969482422,23.959999084472656,23.079999923706055,23.139999389648438,23.139999389648438,10384300
2024-04-08,23.020000457763672,23.799999237060547,22.420000076293945,22.809999465942383,22.809999465942383,8749200
2024-04-15,22.93000030517578,23.290000915527344,22.229999542236328,22.520000457763672,22.520000457763672,11213000
2024-04-22,22.610000610351562,23.780000686645508,22.59000015258789,23.700000762939453,23.700000762939453,8078600
2024-04-29,23.790000915527344,23.889999389648438,20.690000534057617,21.899999618530273,21.899999618530273,16982000
2024-05-06,22.0,22.40999984741211,21.350000381469727,21.3700008392334,21.3700008392334,10073100
2024-05-13,21.3700008392334,21.59000015258789,20.760000228881836,20.90999984741211,20.90999984741211,9498900
2024-05-20,20.989999771118164,21.329999923706055,20.229999542236328,20.56999969482422,20.56999969482422,8593300
