Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,35.61000061035156,37.08000183105469,35.31999969482422,36.380001068115234,36.380001068115234,4486600
2023-06-12,36.654998779296875,37.5099983215332,33.029998779296875,34.689998626708984,34.689998626708984,34176300
2023-06-19,33.900001525878906,35.189998626708984,32.2599983215332,33.130001068115234,33.130001068115234,23548300
2023-06-26,32.7599983215332,35.87099838256836,32.59000015258789,35.310001373291016,35.310001373291016,18765800
2023-07-03,35.45000076293945,35.52799987792969,32.29999923706055,33.779998779296875,33.779998779296875,10503800
2023-07-10,33.7599983215332,37.9900016784668,32.86000061035156,36.470001220703125,36.470001220703125,18335000
2023-07-17,36.279998779296875,41.2239990234375,36.060001373291016,36.9900016784668,36.9900016784668,18249800
2023-07-24,37.060001373291016,37.86000061035156,33.720001220703125,34.45000076293945,34.45000076293945,17906800
2023-07-31,34.70000076293945,38.18899917602539,30.489999771118164,34.88999938964844,34.88999938964844,40295700
2023-08-07,35.18000030517578,35.470001220703125,32.51499938964844,34.0,34.0,16615300
2023-08-14,33.689998626708984,34.06999969482422,30.90999984741211,32.150001525878906,32.150001525878906,12416600
2023-08-21,32.4900016784668,34.56999969482422,31.579999923706055,32.41999816894531,32.41999816894531,13400500
2023-08-28,32.7599983215332,34.27000045776367,31.56999969482422,33.25,33.25,23364400
2023-09-04,32.869998931884766,35.220001220703125,31.510000228881836,32.29999923706055,32.29999923706055,12013200
2023-09-11,32.810001373291016,34.459999084472656,31.871000289916992,32.18000030517578,32.18000030517578,19131600
2023-09-18,31.690000534057617,32.91999816894531,29.18000030517578,29.40999984741211,29.40999984741211,13316100
2023-09-25,29.15999984741211,30.510000228881836,28.040000915527344,29.610000610351562,29.610000610351562,20415700
2023-10-02,29.530000686645508,30.170000076293945,27.809999465942383,29.760000228881836,29.760000228881836,15130000
2023-10-09,28.850000381469727,32.4900016784668,28.799999237060547,29.31999969482422,29.31999969482422,16037400
2023-10-16,29.520000457763672,30.989999771118164,28.290000915527344,28.6200008392334,28.6200008392334,13303200
2023-10-23,28.170000076293945,29.989999771118164,26.139999389648438,27.219999313354492,27.219999313354492,18813100
2023-10-30,27.639999389648438,29.280000686645508,14.6899995803833,17.75,17.75,94117200
2023-11-06,18.170000076293945,19.139999389648438,16.690000534057617,17.68000030517578,17.68000030517578,35368700
2023-11-13,17.479999542236328,20.549999237060547,17.260000228881836,19.010000228881836,19.010000228881836,32000300
2023-11-20,19.079999923706055,19.665000915527344,18.469999313354492,19.200000762939453,19.200000762939453,11852500
2023-11-27,19.020000457763672,22.96500015258789,18.690000534057617,22.829999923706055,22.829999923706055,32381400
2023-12-04,22.6200008392334,24.43000030517578,22.43000030517578,22.68000030517578,22.68000030517578,24193600
2023-12-11,22.399999618530273,25.809999465942383,21.989999771118164,24.969999313354492,24.969999313354492,30235700
2023-12-18,24.860000610351562,25.25,23.559999465942383,24.270000457763672,24.270000457763672,16860700
2023-12-25,24.010000228881836,24.489999771118164,23.3700008392334,23.399999618530273,23.399999618530273,10341900
2024-01-01,23.329999923706055,23.524999618530273,21.31999969482422,22.25,22.25,16894300
2024-01-08,22.15999984741211,22.989999771118164,21.959999084472656,22.309999465942383,22.309999465942383,14536300
2024-01-15,22.075000762939453,22.739999771118164,21.030000686645508,21.989999771118164,21.989999771118164,14692400
2024-01-22,22.31999969482422,23.110000610351562,21.790000915527344,22.459999084472656,22.459999084472656,29988900
2024-01-29,22.6200008392334,24.450000762939453,22.315000534057617,24.1299991607666,24.1299991607666,24788700
2024-02-05,23.76799964904785,33.125,22.770000457763672,31.719999313354492,31.719999313354492,58476400
2024-02-12,31.229999542236328,34.275001525878906,29.190000534057617,33.959999084472656,33.959999084472656,39516900
2024-02-19,33.61000061035156,34.189998626708984,31.58799934387207,33.18000030517578,33.18000030517578,22840100
2024-02-26,33.310001373291016,34.36000061035156,32.689998626708984,34.29999923706055,34.29999923706055,25920000
2024-03-04,34.83399963378906,35.06999969482422,31.540000915527344,32.56999969482422,32.56999969482422,33845000
2024-03-11,32.380001068115234,32.90999984741211,30.399999618530273,30.809999465942383,30.809999465942383,19884900
2024-03-18,31.049999237060547,33.11000061035156,30.540000915527344,30.959999084472656,30.959999084472656,15065700
2024-03-25,30.760000228881836,31.8700008392334,30.010000228881836,30.520000457763672,30.520000457763672,13712100
2024-04-01,30.549999237060547,31.229999542236328,28.597999572753906,29.31999969482422,29.31999969482422,16457800
2024-04-08,29.739999771118164,30.209999084472656,28.520000457763672,28.559999465942383,28.559999465942383,13038800
2024-04-15,28.459999084472656,29.170000076293945,26.524999618530273,26.889999389648438,26.889999389648438,15480700
2024-04-22,27.280000686645508,30.110000610351562,26.674999237060547,29.75,29.75,18637000
2024-04-29,29.75,30.079999923706055,27.6200008392334,28.610000610351562,28.610000610351562,14107500
2024-05-06,28.75,31.8799991607666,27.40999984741211,29.420000076293945,29.420000076293945,31066100
2024-05-13,29.65999984741211,32.38999938964844,28.610000610351562,32.22999954223633,32.22999954223633,17825300
2024-05-20,32.20000076293945,32.560001373291016,30.079999923706055,30.149999618530273,30.149999618530273,17821289
